sku_id,date,units,revenue,stockout_count,promotion_count,order_count
SKU_00276,2025-04-17,71,1571.02,0,0,8
SKU_00113,2024-06-13,35,268.82,0,0,6
SKU_00067,2024-06-29,77,7275.32,0,0,15
SKU_00117,2024-06-09,37,1792.15,0,0,11
SKU_00040,2025-08-30,3,649.28,0,0,2
SKU_00044,2025-08-26,32,679.31,0,0,9
SKU_00189,2025-06-05,20,304.23,1,0,8
SKU_00272,2025-04-22,58,219.39,0,0,10
SKU_00276,2025-04-18,71,1553.64,0,0,8
SKU_00113,2024-06-14,50,387.74,1,0,7
SKU_00026,2024-08-01,6,12.8,1,0,4
SKU_00040,2025-08-31,3,644.34,0,0,2
SKU_00044,2025-08-27,14,282,1,0,8
SKU_00185,2025-06-10,51,609.45,0,0,10
SKU_00189,2025-06-06,27,411.39,1,0,8
SKU_00272,2025-04-23,38,143.48,0,1,8
SKU_00276,2025-04-19,35,746.93,0,0,8
SKU_00113,2024-06-15,39,304.19,0,0,7
SKU_00026,2024-08-02,7,14.7,0,1,4
SKU_00044,2025-08-28,23,481.78,0,0,9
SKU_00185,2025-06-11,61,740.99,0,0,11
SKU_00189,2025-06-07,14,211.31,3,0,6
SKU_00181,2025-06-01,10,398.23,0,0,4
SKU_00272,2025-04-24,56,211.14,0,0,11
SKU_00113,2024-06-16,39,297.83,0,0,6
SKU_00117,2024-07-30,84,3886.64,0,1,10
SKU_00026,2024-08-03,2,4.44,0,0,1
SKU_00044,2025-08-29,17,353.74,0,0,8
SKU_00185,2025-06-12,68,785.87,2,1,10
SKU_00189,2025-06-08,14,209.47,1,0,8
SKU_00181,2025-06-02,9,359.07,0,0,2
SKU_00272,2025-04-25,56,205.16,1,1,10
SKU_00113,2024-06-17,29,220.59,0,1,7
SKU_00117,2024-07-31,60,2811.08,1,1,11
SKU_00026,2024-08-04,4,8.61,0,0,4
SKU_00185,2025-06-13,41,492.23,0,0,9
SKU_00189,2025-06-09,22,337.04,0,0,8
SKU_00181,2025-06-03,14,563.61,0,0,6
SKU_00272,2025-04-26,25,92.08,0,1,7
SKU_00113,2024-06-18,45,349.93,0,0,9
SKU_00026,2024-08-05,6,12.83,0,0,4
SKU_00185,2025-06-14,36,435.63,0,0,8
SKU_00181,2025-06-04,20,765.57,0,1,6
SKU_00272,2025-04-27,39,139.78,1,3,10
SKU_00113,2024-06-19,32,245.11,1,0,9
SKU_00022,2024-08-10,155,3092.29,0,0,12
SKU_00026,2024-08-06,2,4.3,0,0,2
SKU_00185,2025-06-15,46,545.03,1,2,10
SKU_00181,2025-06-05,15,579.53,0,0,4
SKU_00272,2025-04-28,52,194.83,0,0,12
SKU_00072,2025-01-01,7,32.67,0,0,6
SKU_00022,2024-08-11,164,3283.4,0,0,12
SKU_00026,2024-08-07,7,15.03,0,0,5
SKU_00189,2025-07-30,20,297.84,1,0,9
SKU_00239,2025-07-10,63,4340.05,0,0,8
SKU_00185,2025-06-16,71,872.89,1,0,10
SKU_00181,2025-06-06,10,406.52,0,0,2
SKU_00272,2025-04-29,52,196.98,2,0,11
SKU_00072,2025-01-02,6,27.68,0,0,3
SKU_00022,2024-08-12,218,4353.51,0,0,12
SKU_00026,2024-08-08,2,4.15,0,0,2
SKU_00073,2025-10-30,21,958.25,1,0,10
SKU_00127,2025-10-20,70,2298.74,0,1,10
SKU_00189,2025-07-31,25,376.24,1,0,9
SKU_00239,2025-07-11,38,2723.58,1,0,8
SKU_00185,2025-06-17,52,612.7,0,0,11
SKU_00181,2025-06-07,6,232.79,0,0,4
SKU_00231,2025-06-01,126,688.85,2,1,14
SKU_00072,2025-01-03,5,23.06,0,0,4
SKU_00022,2024-08-13,211,4144.12,0,0,12
SKU_00059,2024-10-01,3,232.75,0,0,2
SKU_00026,2024-08-09,2,4.2,0,0,1
SKU_00073,2025-10-31,21,955.27,0,0,9
SKU_00127,2025-10-21,59,1924.19,1,0,10
SKU_00239,2025-07-12,25,1770.04,1,0,7
SKU_00185,2025-06-18,67,811.14,0,0,11
SKU_00181,2025-06-08,8,315.94,0,0,2
SKU_00231,2025-06-02,166,901.16,0,1,14
SKU_00072,2025-01-04,4,18.36,0,0,3
SKU_00022,2024-08-14,230,4598.34,1,1,12
SKU_00059,2024-10-02,2,162.34,1,0,2
SKU_00127,2025-10-22,67,2121.15,0,0,11
SKU_00239,2025-07-13,44,3024.5,1,1,8
SKU_00185,2025-06-19,65,783.76,1,0,10
SKU_00181,2025-06-09,5,199.57,0,0,3
SKU_00231,2025-06-03,156,846.92,2,0,14
SKU_00072,2025-01-05,9,40.03,0,1,5
SKU_00022,2024-08-15,211,4005.75,1,1,12
SKU_00059,2024-10-03,5,383.9,1,0,3
SKU_00127,2025-10-23,56,1757.04,0,1,10
SKU_00090,2025-08-01,97,12362.4,1,0,11
SKU_00239,2025-07-14,32,2290.93,1,0,8
SKU_00231,2025-06-04,148,824.41,0,1,14
SKU_00072,2025-01-06,5,23.28,0,0,4
SKU_00022,2024-08-16,162,3265.37,3,0,12
SKU_00059,2024-10-04,2,159.38,0,0,2
SKU_00026,2024-09-30,6,12.88,1,0,6
SKU_00127,2025-10-24,58,1801.18,1,1,10
SKU_00090,2025-08-02,72,9218.47,0,0,10
SKU_00239,2025-07-15,67,4765.5,0,0,8
SKU_00231,2025-06-05,142,784.82,0,1,14
SKU_00072,2025-01-07,5,23.02,0,0,2
SKU_00022,2024-08-17,152,2995.03,0,0,12
SKU_00059,2024-10-05,3,235.27,0,0,2
SKU_00122,2025-01-01,22,143.79,1,0,8
SKU_00127,2025-10-25,31,999.66,1,0,9
SKU_00090,2025-08-03,70,8937.21,0,0,11
SKU_00181,2025-07-30,6,230.97,0,1,3
SKU_00235,2025-07-20,25,1116.12,0,0,3
SKU_00239,2025-07-16,33,2306.5,0,1,5
SKU_00231,2025-06-06,109,601.41,1,0,14
SKU_00055,2024-10-10,16,91.37,0,0,7
SKU_00072,2025-01-08,10,46.29,1,0,6
SKU_00167,2024-07-01,11,1174.46,1,0,4
SKU_00022,2024-08-18,137,2688.92,0,0,12
SKU_00059,2024-10-06,1,75.72,0,0,1
SKU_00122,2025-01-02,20,132.71,0,0,9
SKU_00123,2025-10-30,24,2057.82,0,0,7
SKU_00127,2025-10-26,45,1434.02,2,0,11
SKU_00090,2025-08-04,102,13140.9,0,1,10
SKU_00181,2025-07-31,4,160.7,1,0,5
SKU_00235,2025-07-21,18,798.87,0,0,3
SKU_00239,2025-07-17,45,3081.37,0,2,8
SKU_00231,2025-06-07,103,558.8,2,1,14
SKU_00055,2024-10-11,24,135.46,1,0,10
SKU_00109,2024-10-01,40,2559.66,1,0,9
SKU_00072,2025-01-09,11,50.85,0,0,4
SKU_00167,2024-07-02,8,843.97,0,0,3
SKU_00022,2024-08-19,174,3502.74,0,0,12
SKU_00059,2024-10-07,3,227.34,1,0,1
SKU_00122,2025-01-03,21,137.13,1,1,8
SKU_00123,2025-10-31,26,2237.67,0,0,7
SKU_00127,2025-10-27,83,2703.57,1,0,11
SKU_00090,2025-08-05,102,13287.5,0,1,11
SKU_00235,2025-07-22,57,2550.24,0,0,5
SKU_00239,2025-07-18,51,3531.95,0,0,8
SKU_00231,2025-06-08,99,551.55,0,0,13
SKU_00055,2024-10-12,8,45.28,0,0,6
SKU_00109,2024-10-02,47,3062.61,1,0,10
SKU_00167,2024-07-03,9,958.32,0,0,4
SKU_00059,2024-10-08,2,151.2,0,0,2
SKU_00122,2025-01-04,11,70.96,0,0,7
SKU_00127,2025-10-28,55,1737.38,1,0,10
SKU_00098,2025-09-30,59,2451.74,0,0,9
SKU_00094,2025-09-20,11,75.64,0,0,6
SKU_00148,2025-09-10,10,93.07,0,0,3
SKU_00090,2025-08-06,102,13287.6,1,0,11
SKU_00235,2025-07-23,69,3113.64,0,0,7
SKU_00239,2025-07-19,26,1816.66,0,1,7
SKU_00231,2025-06-09,171,954.82,0,1,14
SKU_00055,2024-10-13,10,57.28,0,0,6
SKU_00109,2024-10-03,48,3070.48,1,0,9
SKU_00059,2024-10-09,6,454.3,0,0,2
SKU_00122,2025-01-05,19,123.02,0,1,9
SKU_00127,2025-10-29,70,2200.69,0,0,11
SKU_00094,2025-09-21,14,92.87,0,1,5
SKU_00148,2025-09-11,12,115.89,0,0,3
SKU_00090,2025-08-07,120,15203.3,0,2,10
SKU_00235,2025-07-24,60,2530.45,0,0,3
SKU_00055,2024-10-14,20,114.91,0,0,8
SKU_00109,2024-10-04,63,4041.63,1,0,10
SKU_00126,2025-02-20,52,164.8,0,0,8
SKU_00167,2024-07-05,6,652.14,0,0,2
SKU_00122,2025-01-06,14,89.9,0,0,6
SKU_00094,2025-09-22,21,146.71,0,0,7
SKU_00148,2025-09-12,5,47.69,0,0,2
SKU_00090,2025-08-08,119,15482.4,0,0,10
SKU_00235,2025-07-25,9,398.3,1,0,3
SKU_00055,2024-10-15,12,68.26,1,0,10
SKU_00109,2024-10-05,36,2331.8,1,0,9
SKU_00126,2025-02-21,55,178.4,0,0,7
SKU_00167,2024-07-06,4,439.15,1,0,3
SKU_00122,2025-01-07,29,192.15,0,0,10
SKU_00163,2024-07-10,23,627.62,1,1,9
SKU_00094,2025-09-23,17,117.5,0,0,6
SKU_00148,2025-09-13,7,66.08,0,0,3
SKU_00090,2025-08-09,79,10131,0,2,10
SKU_00231,2025-07-30,157,865.74,1,1,14
SKU_00235,2025-07-26,9,385.52,0,0,3
SKU_00055,2024-10-16,16,89.8,0,0,8
SKU_00109,2024-10-06,24,1526.36,1,1,9
SKU_00126,2025-02-22,40,127.21,0,0,8
SKU_00059,2024-11-30,7,562.39,0,0,2
SKU_00167,2024-07-07,4,417.29,0,0,3
SKU_00051,2024-10-20,9,111.07,0,0,4
SKU_00122,2025-01-08,21,136.57,0,0,10
SKU_00163,2024-07-11,35,951.82,0,1,10
SKU_00217,2024-07-01,54,2316.85,0,0,8
SKU_00094,2025-09-24,14,98.42,1,1,8
SKU_00148,2025-09-14,5,46.2,0,0,2
SKU_00231,2025-07-31,192,1059.54,1,0,14
SKU_00235,2025-07-27,32,1419.82,0,0,5
SKU_00039,2025-04-10,49,210.15,0,0,6
SKU_00055,2024-10-17,14,80.54,1,0,8
SKU_00109,2024-10-07,38,2394.44,0,0,10
SKU_00126,2025-02-23,62,198.42,0,1,6
SKU_00167,2024-07-08,10,1037.19,1,0,4
SKU_00051,2024-10-21,1,12.62,1,0,2
SKU_00122,2025-01-09,19,123.22,1,0,8
SKU_00163,2024-07-12,24,674.29,1,0,10
SKU_00217,2024-07-02,35,1519.02,0,0,7
SKU_00101,2024-10-01,71,538.54,1,0,15
SKU_00094,2025-09-25,18,125.33,1,0,8
SKU_00148,2025-09-15,5,49.8,0,0,2
SKU_00235,2025-07-28,36,1620.82,0,0,5
SKU_00039,2025-04-11,57,246.8,0,0,5
SKU_00055,2024-10-18,16,91.55,1,0,8
SKU_00109,2024-10-08,48,3051.94,1,0,10
SKU_00126,2025-02-24,104,316.43,0,1,8
SKU_00167,2024-07-09,10,1057.01,0,0,3
SKU_00051,2024-10-22,16,198.94,0,0,3
SKU_00163,2024-07-13,20,558.74,1,0,9
SKU_00217,2024-07-03,34,1423.68,1,1,8
SKU_00101,2024-10-02,82,618.85,1,0,15
SKU_00090,2025-09-30,111,14101.6,0,1,9
SKU_00094,2025-09-26,21,144.89,1,0,6
SKU_00144,2025-09-20,28,1192,0,1,5
SKU_00148,2025-09-16,2,18.42,0,0,1
SKU_00235,2025-07-29,57,2619.3,0,0,4
SKU_00039,2025-04-12,39,164.76,0,0,6
SKU_00055,2024-10-19,18,102.52,0,0,11
SKU_00109,2024-10-09,52,3443.84,1,0,10
SKU_00126,2025-02-25,52,165.59,0,0,8
SKU_00051,2024-10-23,14,172.85,0,0,4
SKU_00076,2024-09-01,47,326.44,0,0,6
SKU_00163,2024-07-14,12,336.99,0,0,5
SKU_00217,2024-07-04,28,1154.37,2,0,6
SKU_00101,2024-10-03,78,599.86,0,1,15
SKU_00094,2025-09-27,18,123.56,0,0,7
SKU_00144,2025-09-21,19,805.05,0,1,2
SKU_00148,2025-09-17,4,37.02,0,0,2
SKU_00039,2025-04-13,34,146.85,0,0,5
SKU_00126,2025-02-26,56,172.66,0,1,6
SKU_00051,2024-10-24,5,60.4,0,0,3
SKU_00076,2024-09-02,39,256.13,0,1,5
SKU_00163,2024-07-15,23,647.4,1,0,10
SKU_00217,2024-07-05,42,1783.47,0,0,8
SKU_00101,2024-10-04,69,529.04,1,0,15
SKU_00094,2025-09-28,26,178.64,0,0,5
SKU_00144,2025-09-22,20,861.85,0,0,2
SKU_00148,2025-09-18,1,9.79,1,0,2
SKU_00039,2025-04-14,59,239.26,2,0,6
SKU_00126,2025-02-27,67,210.28,0,0,8
SKU_00213,2024-07-10,2,358.17,0,0,1
SKU_00051,2024-10-25,17,193.9,0,1,3
SKU_00076,2024-09-03,3,20.43,0,0,2
SKU_00163,2024-07-16,17,475.21,1,0,10
SKU_00217,2024-07-06,24,1026.41,0,1,8
SKU_00101,2024-10-05,46,352.83,2,0,14
SKU_00173,2025-10-01,151,1572.26,0,1,12
SKU_00094,2025-09-29,15,104.72,0,0,8
SKU_00144,2025-09-23,4,165.07,0,0,1
SKU_00148,2025-09-19,14,133.1,0,0,3
SKU_00039,2025-04-15,42,176.48,0,0,5
SKU_00126,2025-02-28,59,191.78,0,0,7
SKU_00213,2024-07-11,8,1356.28,0,1,2
SKU_00051,2024-10-26,8,96.36,0,0,3
SKU_00076,2024-09-04,35,249.08,0,0,5
SKU_00163,2024-07-17,20,552.02,0,0,7
SKU_00109,2024-11-30,43,2684.94,0,0,10
SKU_00217,2024-07-07,34,1432.07,0,0,6
SKU_00101,2024-10-06,60,458.1,0,1,15
SKU_00173,2025-10-02,140,1446.01,0,1,12
SKU_00144,2025-09-24,36,1519.39,0,0,2
SKU_00035,2025-04-20,13,1541.07,0,1,3
SKU_00039,2025-04-16,47,199.94,0,0,6
SKU_00213,2024-07-12,4,661.79,0,1,2
SKU_00051,2024-10-27,7,90.24,0,0,4
SKU_00076,2024-09-05,49,342,0,1,9
SKU_00163,2024-07-18,21,593.64,1,1,10
SKU_00217,2024-07-08,55,2298.74,0,0,8
SKU_00101,2024-10-07,77,587.24,1,0,15
SKU_00173,2025-10-03,98,1012.09,1,0,12
SKU_00035,2025-04-21,16,1937.86,1,0,4
SKU_00039,2025-04-17,59,248.63,0,0,6
SKU_00072,2024-09-10,7,32.89,0,1,5
SKU_00213,2024-07-13,2,346.42,0,0,1
SKU_00051,2024-10-28,12,150.91,0,0,5
SKU_00076,2024-09-06,25,171.75,0,0,5
SKU_00163,2024-07-19,24,680.87,0,0,9
SKU_00217,2024-07-09,42,1763.79,0,0,8
SKU_00101,2024-10-08,76,583.45,1,1,15
SKU_00173,2025-10-04,131,1365,0,0,11
SKU_00140,2025-09-30,43,391.97,2,0,10
SKU_00144,2025-09-26,26,1134.51,0,0,3
SKU_00035,2025-04-22,9,1114.69,1,0,4
SKU_00039,2025-04-18,58,240.31,0,0,6
SKU_00072,2024-09-11,7,32.27,0,0,5
SKU_00213,2024-07-14,5,921.64,0,0,3
SKU_00051,2024-10-29,12,148.74,0,0,5
SKU_00076,2024-09-07,10,69.59,0,0,5
SKU_00101,2024-10-09,73,550.97,2,1,15
SKU_00173,2025-10-05,93,945.56,3,0,12
SKU_00144,2025-09-27,15,640.62,0,0,4
SKU_00035,2025-04-23,7,860.1,0,0,4
SKU_00039,2025-04-19,39,165.86,1,0,5
SKU_00072,2024-09-12,7,32.36,0,0,3
SKU_00010,2024-12-01,1,84.31,0,0,1
SKU_00213,2024-07-15,6,1060.52,0,0,2
SKU_00076,2024-09-08,26,180.85,0,1,8
SKU_00177,2025-11-20,20,355.77,2,0,9
SKU_00173,2025-10-06,184,1852.55,2,1,12
SKU_00144,2025-09-28,2,87.26,0,0,2
SKU_00281,2025-07-01,7,1100.65,0,0,4
SKU_00035,2025-04-24,10,1259.03,0,0,3
SKU_00072,2024-09-13,3,14.11,1,0,3
SKU_00010,2024-12-02,5,391.08,0,1,2
SKU_00213,2024-07-16,2,372.35,0,0,1
SKU_00076,2024-09-09,20,137.52,1,1,6
SKU_00217,2024-08-30,39,1662.36,0,1,8
SKU_00177,2025-11-21,19,336.45,0,0,8
SKU_00173,2025-10-07,166,1746.54,1,0,12
SKU_00144,2025-09-29,7,298.66,0,0,3
SKU_00281,2025-07-02,27,4211.26,0,0,10
SKU_00035,2025-04-25,14,1723.03,0,0,4
SKU_00072,2024-09-14,4,18.77,1,0,3
SKU_00010,2024-12-03,11,905.09,0,0,5
SKU_00217,2024-08-31,26,1105.95,0,0,7
SKU_00101,2024-11-30,45,342.78,2,0,15
SKU_00177,2025-11-22,6,108.18,0,0,2
SKU_00173,2025-10-08,155,1572.43,2,0,12
SKU_00281,2025-07-03,30,4719.38,1,0,9
SKU_00031,2025-04-30,181,4758.23,0,0,4
SKU_00035,2025-04-26,7,859.86,0,0,2
SKU_00072,2024-09-15,4,18.34,0,0,2
SKU_00010,2024-12-04,7,571.12,0,0,3
SKU_00213,2024-07-18,11,1904.92,0,0,4
SKU_00177,2025-11-23,14,253.75,0,1,7
SKU_00173,2025-10-09,149,1508.35,1,0,11
SKU_00281,2025-07-04,26,4035.68,1,0,8
SKU_00035,2025-04-27,7,844.88,0,0,2
SKU_00072,2024-09-16,9,41.85,0,0,4
SKU_00010,2024-12-05,2,170.66,0,0,1
SKU_00213,2024-07-19,12,2181.65,0,0,4
SKU_00177,2025-11-24,30,528.27,0,1,9
SKU_00281,2025-07-05,9,1421.67,0,0,5
SKU_00035,2025-04-28,13,1604.59,0,0,4
SKU_00072,2024-09-17,4,19.1,0,0,2
SKU_00010,2024-12-06,4,323.77,0,0,3
SKU_00172,2025-02-01,24,1160.59,1,0,8
SKU_00177,2025-11-25,24,431.59,0,0,7
SKU_00289,2025-08-30,2,44.78,1,0,3
SKU_00285,2025-08-20,100,717.64,2,0,13
SKU_00281,2025-07-06,14,2170.8,1,1,6
SKU_00035,2025-04-29,8,990.48,1,0,4
SKU_00072,2024-09-18,8,36.05,1,1,4
SKU_00010,2024-12-07,3,242.58,0,0,3
SKU_00172,2025-02-02,35,1643.97,0,0,7
SKU_00177,2025-11-26,19,338.55,0,0,7
SKU_00227,2025-11-20,8,399.24,0,0,6
SKU_00223,2025-11-10,8,247.65,0,0,3
SKU_00289,2025-08-31,5,110.19,0,0,4
SKU_00285,2025-08-21,85,596.61,0,0,13
SKU_00281,2025-07-07,25,3962.38,0,0,9
SKU_00263,2025-01-30,4,252.66,0,0,2
SKU_00072,2024-09-19,6,28.18,0,0,5
SKU_00010,2024-12-08,1,81.46,0,0,1
SKU_00172,2025-02-03,44,2125.88,0,0,10
SKU_00159,2024-11-01,29,642.89,0,0,4
SKU_00177,2025-11-27,10,177.85,1,0,7
SKU_00227,2025-11-21,10,507.07,0,0,6
SKU_00223,2025-11-11,3,89.35,0,0,1
SKU_00285,2025-08-22,88,634.35,1,1,14
SKU_00281,2025-07-08,10,1533.45,0,0,5
SKU_00263,2025-01-31,20,1317.99,0,0,3
SKU_00010,2024-12-09,2,159.74,0,0,2
SKU_00172,2025-02-04,63,2976.55,1,0,10
SKU_00159,2024-11-02,31,645.07,0,1,5
SKU_00177,2025-11-28,16,293.07,0,0,8
SKU_00227,2025-11-22,4,202.73,0,1,3
SKU_00223,2025-11-12,16,486.32,0,0,6
SKU_00285,2025-08-23,69,500.68,2,1,14
SKU_00281,2025-07-09,8,1248.52,0,0,4
SKU_00172,2025-02-05,35,1683.68,1,0,9
SKU_00159,2024-11-03,21,457.11,0,0,4
SKU_00177,2025-11-29,13,235.74,0,0,9
SKU_00227,2025-11-23,7,354.49,0,1,7
SKU_00223,2025-11-13,5,153.33,0,0,4
SKU_00190,2025-09-01,40,1493.27,1,1,15
SKU_00285,2025-08-24,57,407.14,1,0,11
SKU_00172,2025-02-06,46,2220.31,0,0,8
SKU_00159,2024-11-04,31,692.01,0,0,5
SKU_00176,2025-03-20,88,6654.41,0,0,8
SKU_00227,2025-11-24,5,252.1,0,0,5
SKU_00223,2025-11-14,13,402.32,0,0,4
SKU_00190,2025-09-02,44,1642.99,0,1,16
SKU_00285,2025-08-25,104,719.35,1,0,13
SKU_00172,2025-02-07,56,2634.01,0,1,9
SKU_00159,2024-11-05,25,549.52,0,0,5
SKU_00176,2025-03-21,70,5307.87,0,0,8
SKU_00227,2025-11-25,9,452.72,0,1,4
SKU_00223,2025-11-15,6,175.7,0,0,2
SKU_00190,2025-09-03,43,1575.43,0,1,14
SKU_00281,2025-08-30,6,904.09,1,1,5
SKU_00285,2025-08-26,112,800.9,0,0,13
SKU_00155,2024-11-10,7,804.42,1,0,4
SKU_00172,2025-02-08,39,1874.61,0,0,8
SKU_00267,2024-08-01,15,300.5,1,0,5
SKU_00159,2024-11-06,31,679.96,1,0,5
SKU_00176,2025-03-22,58,4474.65,0,0,8
SKU_00227,2025-11-26,3,150.74,0,0,2
SKU_00223,2025-11-16,4,119.41,1,0,2
SKU_00190,2025-09-04,37,1387.6,0,0,15
SKU_00281,2025-08-31,8,1274.04,0,0,3
SKU_00285,2025-08-27,99,711.95,1,1,13
SKU_00089,2025-05-10,3,90.46,0,0,3
SKU_00155,2024-11-11,31,3625.44,1,0,4
SKU_00172,2025-02-09,35,1647,0,0,8
SKU_00267,2024-08-02,16,333.5,0,0,4
SKU_00151,2024-11-01,17,533.91,0,1,8
SKU_00159,2024-11-07,21,448.39,1,0,5
SKU_00176,2025-03-23,36,2700.76,0,0,7
SKU_00227,2025-11-27,7,350.82,0,0,5
SKU_00223,2025-11-17,10,309.46,0,0,3
SKU_00190,2025-09-05,28,1048.83,1,1,11
SKU_00285,2025-08-28,75,532.59,1,1,14
SKU_00089,2025-05-11,4,120.76,0,0,4
SKU_00155,2024-11-12,34,3875.35,0,0,6
SKU_00267,2024-08-03,34,672.3,1,0,6
SKU_00151,2024-11-02,11,361,0,1,5
SKU_00159,2024-11-08,35,758.74,0,0,5
SKU_00176,2025-03-24,71,5560.3,0,0,8
SKU_00227,2025-11-28,8,402.19,0,0,5
SKU_00223,2025-11-18,2,62.62,1,1,2
SKU_00190,2025-09-06,32,1170.8,0,2,11
SKU_00285,2025-08-29,94,662.13,1,0,14
SKU_00089,2025-05-12,2,59.43,0,0,2
SKU_00155,2024-11-13,68,6918.99,0,1,5
SKU_00267,2024-08-04,20,410.99,0,0,6
SKU_00151,2024-11-03,6,198.52,1,0,6
SKU_00159,2024-11-09,22,474.09,0,0,5
SKU_00176,2025-03-25,89,6865.06,0,1,8
SKU_00227,2025-11-29,8,404.51,1,1,6
SKU_00223,2025-11-19,1,30.38,0,0,1
SKU_00190,2025-09-07,29,1079.66,0,0,12
SKU_00089,2025-05-13,2,58.61,1,0,3
SKU_00155,2024-11-14,13,1502.54,1,0,4
SKU_00172,2025-03-30,30,1425.98,1,0,9
SKU_00226,2025-03-20,57,9539.07,1,2,12
SKU_00267,2024-08-05,18,374.57,0,0,5
SKU_00151,2024-11-04,15,470.72,0,1,9
SKU_00222,2025-03-10,3,36.41,0,1,2
SKU_00176,2025-03-26,82,6194.08,0,0,8
SKU_00190,2025-09-08,43,1605.77,0,3,10
SKU_00089,2025-05-14,5,148.44,1,0,3
SKU_00172,2025-03-31,52,2433.98,1,0,8
SKU_00155,2024-11-15,11,1271.43,0,0,4
SKU_00226,2025-03-21,29,4880.82,1,0,8
SKU_00267,2024-08-06,14,286.46,0,0,4
SKU_00151,2024-11-05,13,420.17,2,0,7
SKU_00222,2025-03-11,11,150.3,0,0,3
SKU_00176,2025-03-27,57,4313.5,1,0,7
SKU_00263,2024-08-10,10,630.88,0,0,4
SKU_00190,2025-09-09,30,1075.37,0,1,9
SKU_00089,2025-05-15,1,31.02,0,0,1
SKU_00155,2024-11-16,32,3631.44,0,0,3
SKU_00226,2025-03-22,27,4422.93,0,1,8
SKU_00159,2024-12-30,32,679.84,0,0,5
SKU_00267,2024-08-07,15,303.72,0,0,3
SKU_00151,2024-11-06,17,548.7,0,0,7
SKU_00222,2025-03-12,4,53.98,0,0,3
SKU_00176,2025-03-28,74,5547.67,0,0,8
SKU_00263,2024-08-11,22,1391.01,0,0,5
SKU_00209,2024-12-10,4,14.71,0,0,2
SKU_00085,2025-05-20,39,362.51,0,0,7
SKU_00089,2025-05-16,7,207.58,0,0,6
SKU_00139,2025-05-10,8,214.4,0,0,3
SKU_00201,2024-11-01,46,1908.62,1,0,14
SKU_00155,2024-11-17,3,339.11,1,0,2
SKU_00226,2025-03-23,36,6076.64,0,0,8
SKU_00159,2024-12-31,29,610.24,0,1,5
SKU_00267,2024-08-08,15,305.24,0,1,4
SKU_00151,2024-11-07,14,453.38,0,0,6
SKU_00222,2025-03-13,1,13.81,1,0,2
SKU_00176,2025-03-29,53,4094.57,0,0,6
SKU_00263,2024-08-12,86,5509.5,0,0,8
SKU_00209,2024-12-11,13,46.83,0,0,4
SKU_00085,2025-05-21,35,315.99,1,3,7
SKU_00089,2025-05-17,2,59.33,0,0,2
SKU_00139,2025-05-11,11,290.58,0,0,2
SKU_00135,2025-05-01,19,54.42,0,0,5
SKU_00201,2024-11-02,36,1477.86,0,0,13
SKU_00155,2024-11-18,41,4706.76,0,1,4
SKU_00226,2025-03-24,33,5379.38,0,0,8
SKU_00267,2024-08-09,23,475.05,0,0,5
SKU_00151,2024-11-08,15,492.49,0,1,8
SKU_00222,2025-03-14,3,42.05,0,0,2
SKU_00263,2024-08-13,44,2784.03,0,0,6
SKU_00209,2024-12-12,4,14.58,0,0,2
SKU_00085,2025-05-22,42,387.12,0,0,7
SKU_00089,2025-05-18,5,149.52,0,0,5
SKU_00139,2025-05-12,2,55.38,0,0,1
SKU_00135,2025-05-02,27,73.48,0,1,8
SKU_00201,2024-11-03,41,1677.46,0,1,13
SKU_00155,2024-11-19,5,591.92,0,0,1
SKU_00226,2025-03-25,42,6695.43,0,1,10
SKU_00151,2024-11-09,5,160.62,1,1,6
SKU_00222,2025-03-15,8,106.54,0,1,2
SKU_00263,2024-08-14,32,2032.85,0,0,3
SKU_00209,2024-12-13,14,49.55,0,0,4
SKU_00085,2025-05-23,38,351.97,0,0,7
SKU_00089,2025-05-19,8,239.99,0,0,4
SKU_00139,2025-05-13,2,53.7,0,0,2
SKU_00135,2025-05-03,11,28.04,1,1,6
SKU_00201,2024-11-04,74,3086.52,1,2,17
SKU_00226,2025-03-26,47,7811.95,1,0,10
SKU_00222,2025-03-16,1,12.85,0,0,1
SKU_00263,2024-08-15,78,4856.51,0,0,4
SKU_00209,2024-12-14,1,3.74,0,0,1
SKU_00085,2025-05-24,40,364.39,0,0,8
SKU_00139,2025-05-14,3,78.3,0,0,2
SKU_00135,2025-05-04,18,50.78,0,0,6
SKU_00201,2024-11-05,55,2187.06,1,1,14
SKU_00226,2025-03-27,38,6261.8,0,0,9
SKU_00267,2024-09-30,49,1009.42,0,0,6
SKU_00263,2024-08-16,40,2538.21,0,0,6
SKU_00209,2024-12-15,8,29.48,1,0,3
SKU_00085,2025-05-25,34,299.26,0,1,6
SKU_00139,2025-05-15,15,402.99,0,1,4
SKU_00135,2025-05-05,18,50.69,1,0,7
SKU_00201,2024-11-06,71,2771.57,1,3,17
SKU_00226,2025-03-28,49,7901.22,1,0,11
SKU_00205,2024-12-20,84,5136.1,0,0,8
SKU_00222,2025-03-18,7,94.2,0,0,5
SKU_00263,2024-08-17,28,1813.24,0,0,7
SKU_00081,2025-05-30,42,900.94,0,0,13
SKU_00085,2025-05-26,28,265.73,0,0,6
SKU_00139,2025-05-16,6,160.51,0,0,4
SKU_00131,2025-05-10,20,183.7,1,0,8
SKU_00135,2025-05-06,18,50.29,0,1,6
SKU_00201,2024-11-07,58,2330.2,2,0,16
