inventory_id,warehouse_id,bin_id,sku_id,batch_id,manufacture_date,expiry_date,received_date,quantity_available,quantity_reserved,quality_status,days_to_expiry
INV_0003669,WH_002,WH_002_AMBIENT_068,SKU_00155,BATCH_0003669,2025-08-24,2026-11-21,2025-08-25,61,0,good,178
INV_0003670,WH_002,WH_002_COOL_074,SKU_00208,BATCH_0003670,2025-01-14,2027-01-14,2025-01-22,11,0,good,232
INV_0003671,WH_002,WH_002_AMBIENT_170,SKU_00049,BATCH_0003671,2025-08-27,2026-10-13,2025-08-31,98,28,good,139
INV_0003672,WH_001,WH_001_COLD_065,SKU_00271,BATCH_0003672,2026-04-23,2026-10-18,2026-04-25,60,0,good,144
INV_0003673,WH_002,WH_002_COLD_140,SKU_00154,BATCH_0003673,2026-03-02,2026-07-27,2026-03-05,29,0,good,61
INV_0003674,WH_003,WH_003_COOL_196,SKU_00101,BATCH_0003674,2024-11-13,2026-11-13,2024-11-26,7,0,good,170
INV_0003675,WH_002,WH_002_COOL_147,SKU_00261,BATCH_0003675,2026-05-16,2027-05-31,2026-05-23,58,0,good,369
INV_0003676,WH_002,WH_002_COOL_188,SKU_00222,BATCH_0003676,2026-01-15,2026-10-11,2026-01-23,9,0,good,137
INV_0003677,WH_001,WH_001_COOL_117,SKU_00088,BATCH_0003677,2025-06-22,2027-06-22,2025-07-04,6,1,good,391
INV_0003678,WH_001,WH_001_COOL_150,SKU_00087,BATCH_0003678,2024-08-27,2026-08-27,2024-08-29,7,0,good,92
INV_0003679,WH_003,WH_003_AMBIENT_037,SKU_00163,BATCH_0003679,2025-07-16,2027-01-29,2025-07-21,16,0,good,247
INV_0003680,WH_003,WH_003_COOL_055,SKU_00059,BATCH_0003680,2025-12-26,2027-11-30,2026-01-03,5,0,good,552
INV_0003681,WH_002,WH_002_COOL_053,SKU_00059,BATCH_0003681,2025-10-20,2027-09-24,2025-10-29,47,0,good,485
INV_0003682,WH_002,WH_002_AMBIENT_068,SKU_00018,BATCH_0003682,2025-08-26,2026-12-26,2025-09-01,2,0,good,213
INV_0003683,WH_002,WH_002_AMBIENT_030,SKU_00105,BATCH_0003683,2026-05-08,2027-05-08,2026-05-18,8,0,good,346
INV_0003684,WH_001,WH_001_COOL_157,SKU_00138,BATCH_0003684,2026-02-18,2027-12-29,2026-02-19,17,0,good,581
INV_0003685,WH_002,WH_002_COOL_123,SKU_00087,BATCH_0003685,2025-07-13,2027-07-13,2025-07-25,265,0,good,412
INV_0003686,WH_002,WH_002_AMBIENT_033,SKU_00225,BATCH_0003686,2025-11-25,2026-11-27,2025-11-30,95,14,good,184
INV_0003687,WH_002,WH_002_COOL_132,SKU_00015,BATCH_0003687,2025-09-22,2027-06-12,2025-10-01,71,0,good,381
INV_0003688,WH_001,WH_001_AMBIENT_042,SKU_00076,BATCH_0003688,2024-09-27,2026-12-07,2024-10-01,30,0,good,194
INV_0003689,WH_002,WH_002_COOL_061,SKU_00072,BATCH_0003689,2026-05-04,2028-05-03,2026-05-07,129,53,good,707
INV_0003690,WH_001,WH_001_FROZEN_076,SKU_00296,BATCH_0003690,2024-10-23,2026-10-23,2024-11-03,8,3,good,149
INV_0003691,WH_001,WH_001_AMBIENT_036,SKU_00156,BATCH_0003691,2024-08-12,2027-01-15,2024-08-22,65,0,good,233
INV_0003692,WH_003,WH_003_AMBIENT_137,SKU_00052,BATCH_0003692,2024-05-07,2027-01-23,2024-05-20,3,0,good,241
INV_0003693,WH_002,WH_002_COLD_099,SKU_00264,BATCH_0003693,2026-04-28,2026-09-15,2026-05-08,151,30,good,111
INV_0003694,WH_003,WH_003_COOL_191,SKU_00117,BATCH_0003694,2025-09-09,2027-03-25,2025-09-21,36,0,good,302
INV_0003695,WH_003,WH_003_AMBIENT_083,SKU_00299,BATCH_0003695,2025-05-11,2027-01-01,2025-05-16,285,0,good,219
INV_0003696,WH_003,WH_003_AMBIENT_049,SKU_00299,BATCH_0003696,2025-12-06,2027-07-29,2025-12-12,18,0,good,428
INV_0003697,WH_003,WH_003_AMBIENT_044,SKU_00132,BATCH_0003697,2025-12-07,2026-12-07,2025-12-09,48,5,good,194
INV_0003698,WH_002,WH_002_AMBIENT_166,SKU_00156,BATCH_0003698,2025-11-16,2028-04-20,2025-11-27,24,0,good,694
INV_0003699,WH_002,WH_002_FROZEN_100,SKU_00007,BATCH_0003699,2026-04-27,2026-11-06,2026-05-03,14,0,good,163
INV_0003700,WH_003,WH_003_COOL_193,SKU_00031,BATCH_0003700,2025-05-18,2026-12-01,2025-05-25,18,2,good,188
INV_0003701,WH_001,WH_001_COLD_003,SKU_00146,BATCH_0003701,2025-08-04,2026-08-04,2025-08-15,4,0,good,69
INV_0003702,WH_003,WH_003_COOL_135,SKU_00089,BATCH_0003702,2025-08-12,2026-11-10,2025-08-17,5,0,good,167
INV_0003703,WH_001,WH_001_AMBIENT_028,SKU_00165,BATCH_0003703,2026-02-11,2027-04-18,2026-02-14,42,0,good,326
INV_0003704,WH_001,WH_001_COOL_024,SKU_00070,BATCH_0003704,2025-10-14,2027-10-14,2025-10-23,5,0,good,505
INV_0003705,WH_002,WH_002_AMBIENT_089,SKU_00027,BATCH_0003705,2026-02-01,2027-10-15,2026-02-03,51,0,good,506
INV_0003706,WH_002,WH_002_AMBIENT_004,SKU_00001,BATCH_0003706,2025-11-26,2027-06-28,2025-11-27,20,0,good,397
INV_0003707,WH_001,WH_001_AMBIENT_189,SKU_00063,BATCH_0003707,2025-08-10,2026-12-17,2025-08-11,6,0,good,204
INV_0003708,WH_003,WH_003_AMBIENT_138,SKU_00288,BATCH_0003708,2024-11-21,2026-12-11,2024-11-24,7,0,good,198
INV_0003709,WH_001,WH_001_AMBIENT_003,SKU_00152,BATCH_0003709,2025-01-26,2026-09-18,2025-02-06,23,0,good,114
INV_0003710,WH_002,WH_002_COLD_143,SKU_00110,BATCH_0003710,2025-12-11,2026-07-21,2025-12-17,237,0,good,55
INV_0003711,WH_001,WH_001_AMBIENT_074,SKU_00027,BATCH_0003711,2025-07-02,2027-03-15,2025-07-13,115,0,good,292
INV_0003712,WH_003,WH_003_AMBIENT_154,SKU_00285,BATCH_0003712,2026-04-19,2027-04-19,2026-04-24,10,0,good,327
INV_0003713,WH_001,WH_001_COLD_131,SKU_00090,BATCH_0003713,2026-02-13,2026-07-11,2026-02-22,37,0,good,45
INV_0003714,WH_002,WH_002_AMBIENT_190,SKU_00025,BATCH_0003714,2025-11-21,2026-11-21,2025-12-03,1,0,good,178
INV_0003715,WH_002,WH_002_COLD_154,SKU_00183,BATCH_0003715,2026-04-10,2027-04-10,2026-04-21,22,0,good,318
INV_0003716,WH_003,WH_003_COOL_164,SKU_00041,BATCH_0003716,2026-01-26,2027-07-26,2026-01-29,59,18,good,425
INV_0003717,WH_001,WH_001_COOL_079,SKU_00261,BATCH_0003717,2026-01-07,2027-01-22,2026-01-12,46,0,good,240
INV_0003718,WH_002,WH_002_FROZEN_160,SKU_00007,BATCH_0003718,2026-02-08,2026-08-20,2026-02-15,8,0,good,85
INV_0003719,WH_001,WH_001_AMBIENT_053,SKU_00281,BATCH_0003719,2026-01-21,2027-01-21,2026-01-24,23,5,good,239
INV_0003720,WH_002,WH_002_AMBIENT_035,SKU_00259,BATCH_0003720,2024-10-11,2026-09-29,2024-10-19,90,0,good,125
INV_0003721,WH_001,WH_001_COOL_096,SKU_00206,BATCH_0003721,2025-08-13,2027-02-03,2025-08-25,60,0,good,252
INV_0003722,WH_003,WH_003_AMBIENT_066,SKU_00170,BATCH_0003722,2026-04-29,2027-04-29,2026-05-09,36,2,good,337
INV_0003723,WH_002,WH_002_FROZEN_150,SKU_00171,BATCH_0003723,2026-02-08,2028-01-19,2026-02-12,19,0,good,602
INV_0003724,WH_001,WH_001_AMBIENT_013,SKU_00005,BATCH_0003724,2024-10-13,2026-11-24,2024-10-24,12,0,good,181
INV_0003725,WH_002,WH_002_COLD_032,SKU_00069,BATCH_0003725,2025-11-15,2026-10-12,2025-11-26,5,0,good,138
INV_0003726,WH_003,WH_003_COOL_072,SKU_00227,BATCH_0003726,2024-10-03,2026-10-03,2024-10-16,31,0,good,129
INV_0003727,WH_001,WH_001_AMBIENT_003,SKU_00129,BATCH_0003727,2026-04-27,2027-04-27,2026-05-01,58,0,good,335
INV_0003728,WH_002,WH_002_COLD_075,SKU_00047,BATCH_0003728,2026-04-24,2027-03-15,2026-05-07,18,0,good,292
INV_0003729,WH_003,WH_003_COOL_056,SKU_00043,BATCH_0003729,2025-10-07,2027-10-07,2025-10-17,33,1,good,498
INV_0003730,WH_003,WH_003_AMBIENT_183,SKU_00250,BATCH_0003730,2024-12-06,2027-06-25,2024-12-13,7,0,good,394
INV_0003731,WH_001,WH_001_AMBIENT_159,SKU_00285,BATCH_0003731,2026-03-02,2027-03-02,2026-03-09,78,5,good,279
INV_0003732,WH_001,WH_001_AMBIENT_074,SKU_00036,BATCH_0003732,2025-09-16,2026-12-18,2025-09-22,12,1,good,205
INV_0003733,WH_003,WH_003_COLD_141,SKU_00209,BATCH_0003733,2025-11-22,2026-07-03,2025-11-24,1,0,good,37
INV_0003734,WH_003,WH_003_AMBIENT_129,SKU_00277,BATCH_0003734,2024-08-24,2026-08-07,2024-08-31,25,4,good,72
INV_0003735,WH_001,WH_001_COOL_128,SKU_00088,BATCH_0003735,2024-09-19,2026-09-19,2024-09-30,6,0,good,115
INV_0003736,WH_001,WH_001_COOL_032,SKU_00119,BATCH_0003736,2025-12-22,2027-04-17,2025-12-31,5,0,good,325
INV_0003737,WH_003,WH_003_AMBIENT_039,SKU_00156,BATCH_0003737,2026-03-05,2028-08-07,2026-03-10,62,0,good,803
INV_0003738,WH_002,WH_002_AMBIENT_150,SKU_00278,BATCH_0003738,2026-02-16,2028-03-19,2026-02-28,3,0,good,662
INV_0003739,WH_002,WH_002_COOL_120,SKU_00167,BATCH_0003739,2026-05-14,2026-11-19,2026-05-26,126,0,good,176
INV_0003740,WH_002,WH_002_FROZEN_042,SKU_00216,BATCH_0003740,2025-07-25,2027-05-30,2025-07-26,28,5,good,368
INV_0003741,WH_001,WH_001_COLD_186,SKU_00082,BATCH_0003741,2025-09-26,2026-09-26,2025-10-07,19,3,good,122
INV_0003742,WH_003,WH_003_AMBIENT_052,SKU_00078,BATCH_0003742,2024-07-22,2026-12-13,2024-07-26,65,0,good,200
INV_0003743,WH_002,WH_002_COOL_118,SKU_00077,BATCH_0003743,2025-08-18,2026-10-07,2025-08-22,31,0,good,133
INV_0003744,WH_002,WH_002_COOL_193,SKU_00031,BATCH_0003744,2025-02-15,2026-08-31,2025-02-23,4,0,good,96
INV_0003745,WH_002,WH_002_AMBIENT_168,SKU_00157,BATCH_0003745,2025-12-07,2026-12-07,2025-12-14,36,7,good,194
INV_0003746,WH_003,WH_003_COLD_184,SKU_00096,BATCH_0003746,2025-12-05,2026-12-05,2025-12-15,8,0,good,192
INV_0003747,WH_003,WH_003_COOL_033,SKU_00064,BATCH_0003747,2025-07-22,2027-07-22,2025-07-25,2,0,good,421
INV_0003748,WH_001,WH_001_COLD_096,SKU_00092,BATCH_0003748,2025-09-11,2026-09-11,2025-09-21,136,0,good,107
INV_0003749,WH_002,WH_002_COOL_067,SKU_00140,BATCH_0003749,2026-03-05,2026-12-11,2026-03-17,24,0,good,198
INV_0003750,WH_002,WH_002_AMBIENT_145,SKU_00170,BATCH_0003750,2026-02-16,2027-02-16,2026-02-19,35,0,good,265
INV_0003751,WH_001,WH_001_AMBIENT_167,SKU_00265,BATCH_0003751,2025-12-13,2028-03-10,2025-12-21,51,0,good,653
INV_0003752,WH_002,WH_002_AMBIENT_005,SKU_00180,BATCH_0003752,2026-03-18,2027-03-18,2026-03-29,33,0,good,295
INV_0003753,WH_003,WH_003_AMBIENT_083,SKU_00046,BATCH_0003753,2026-03-02,2027-03-02,2026-03-11,5,0,good,279
INV_0003754,WH_002,WH_002_FROZEN_088,SKU_00189,BATCH_0003754,2025-10-29,2027-10-29,2025-11-01,96,0,good,520
INV_0003755,WH_001,WH_001_COOL_126,SKU_00031,BATCH_0003755,2025-03-02,2026-09-15,2025-03-08,4,0,good,111
INV_0003756,WH_003,WH_003_COOL_049,SKU_00079,BATCH_0003756,2026-01-01,2027-08-01,2026-01-12,27,6,good,431
INV_0003757,WH_003,WH_003_AMBIENT_130,SKU_00022,BATCH_0003757,2026-01-31,2028-04-11,2026-02-09,7,0,good,685
INV_0003758,WH_002,WH_002_AMBIENT_082,SKU_00025,BATCH_0003758,2025-08-13,2026-08-13,2025-08-25,42,16,good,78
INV_0003759,WH_002,WH_002_COOL_047,SKU_00041,BATCH_0003759,2025-10-21,2027-04-20,2025-10-28,35,0,good,328
INV_0003760,WH_002,WH_002_AMBIENT_018,SKU_00055,BATCH_0003760,2025-07-13,2026-11-16,2025-07-18,14,0,good,173
INV_0003761,WH_003,WH_003_COOL_059,SKU_00208,BATCH_0003761,2025-07-18,2027-07-18,2025-07-21,18,2,good,417
INV_0003762,WH_002,WH_002_AMBIENT_044,SKU_00155,BATCH_0003762,2025-10-27,2027-01-24,2025-11-04,2,0,good,242
INV_0003763,WH_003,WH_003_COLD_068,SKU_00054,BATCH_0003763,2025-12-15,2026-12-15,2025-12-25,7,0,good,202
INV_0003764,WH_002,WH_002_COOL_186,SKU_00138,BATCH_0003764,2026-01-08,2027-11-18,2026-01-17,17,4,good,540
INV_0003765,WH_003,WH_003_AMBIENT_049,SKU_00124,BATCH_0003765,2025-05-15,2027-05-23,2025-05-27,14,0,good,361
INV_0003766,WH_001,WH_001_COOL_072,SKU_00112,BATCH_0003766,2026-02-25,2028-02-25,2026-02-26,5,0,good,639
INV_0003767,WH_003,WH_003_AMBIENT_187,SKU_00250,BATCH_0003767,2024-02-16,2026-09-04,2024-02-23,270,55,good,100
INV_0003768,WH_001,WH_001_COOL_188,SKU_00043,BATCH_0003768,2025-02-04,2027-02-04,2025-02-09,11,0,good,253
INV_0003769,WH_001,WH_001_COOL_076,SKU_00128,BATCH_0003769,2025-05-21,2027-05-21,2025-05-27,26,0,good,359
INV_0003770,WH_002,WH_002_COOL_078,SKU_00266,BATCH_0003770,2026-02-24,2027-10-23,2026-02-28,17,0,good,514
INV_0003771,WH_001,WH_001_COOL_048,SKU_00169,BATCH_0003771,2026-05-25,2027-06-01,2026-06-05,20,0,good,370
INV_0003772,WH_001,WH_001_COOL_169,SKU_00293,BATCH_0003772,2025-09-01,2027-09-01,2025-09-04,5,0,good,462
INV_0003773,WH_002,WH_002_AMBIENT_020,SKU_00180,BATCH_0003773,2025-11-07,2026-11-07,2025-11-14,10,3,good,164
INV_0003774,WH_003,WH_003_COLD_090,SKU_00264,BATCH_0003774,2026-05-24,2026-10-11,2026-06-06,22,0,good,137
INV_0003775,WH_002,WH_002_COOL_066,SKU_00243,BATCH_0003775,2026-03-02,2028-03-01,2026-03-04,6,0,good,644
INV_0003776,WH_003,WH_003_AMBIENT_091,SKU_00018,BATCH_0003776,2025-06-30,2026-10-30,2025-07-12,51,0,good,156
INV_0003777,WH_001,WH_001_AMBIENT_189,SKU_00173,BATCH_0003777,2026-04-18,2028-03-30,2026-04-23,58,3,good,673
INV_0003778,WH_003,WH_003_AMBIENT_005,SKU_00242,BATCH_0003778,2025-07-06,2026-07-06,2025-07-15,35,0,good,40
INV_0003779,WH_001,WH_001_COOL_052,SKU_00059,BATCH_0003779,2025-03-26,2027-02-28,2025-04-07,3,0,good,277
INV_0003780,WH_003,WH_003_AMBIENT_003,SKU_00004,BATCH_0003780,2025-09-25,2027-03-02,2025-09-29,81,0,good,279
INV_0003781,WH_002,WH_002_COOL_129,SKU_00219,BATCH_0003781,2025-10-27,2027-07-31,2025-11-09,661,0,good,430
INV_0003782,WH_001,WH_001_COOL_057,SKU_00015,BATCH_0003782,2025-12-28,2027-09-17,2025-12-29,8,3,good,478
INV_0003783,WH_002,WH_002_COOL_054,SKU_00010,BATCH_0003783,2025-11-05,2027-11-05,2025-11-06,3,0,good,527
INV_0003784,WH_002,WH_002_AMBIENT_089,SKU_00076,BATCH_0003784,2025-11-16,2028-01-26,2025-11-28,21,0,good,609
INV_0003785,WH_003,WH_003_COOL_129,SKU_00145,BATCH_0003785,2025-09-09,2026-12-31,2025-09-17,5,0,good,218
INV_0003786,WH_001,WH_001_AMBIENT_167,SKU_00176,BATCH_0003786,2026-02-08,2027-02-08,2026-02-19,23,9,good,257
INV_0003787,WH_003,WH_003_AMBIENT_170,SKU_00026,BATCH_0003787,2025-11-18,2027-06-16,2025-11-30,15,0,good,385
INV_0003788,WH_002,WH_002_COOL_102,SKU_00077,BATCH_0003788,2026-03-18,2027-05-07,2026-03-27,9,0,good,345
INV_0003789,WH_001,WH_001_COOL_191,SKU_00072,BATCH_0003789,2024-08-16,2026-08-16,2024-08-22,12,2,good,81
INV_0003790,WH_002,WH_002_COLD_011,SKU_00202,BATCH_0003790,2026-05-13,2026-10-02,2026-05-20,12,0,good,128
INV_0003791,WH_003,WH_003_COLD_028,SKU_00053,BATCH_0003791,2026-02-14,2026-09-30,2026-02-25,24,0,good,126
INV_0003792,WH_003,WH_003_AMBIENT_010,SKU_00156,BATCH_0003792,2025-12-23,2028-05-27,2026-01-01,6,1,good,731
INV_0003793,WH_002,WH_002_AMBIENT_028,SKU_00215,BATCH_0003793,2025-07-21,2027-01-04,2025-07-27,9,0,good,222
INV_0003794,WH_002,WH_002_AMBIENT_038,SKU_00113,BATCH_0003794,2026-04-13,2027-04-13,2026-04-19,3,1,good,321
INV_0003795,WH_001,WH_001_AMBIENT_086,SKU_00185,BATCH_0003795,2025-12-05,2026-12-05,2025-12-14,21,0,good,192
INV_0003796,WH_001,WH_001_AMBIENT_125,SKU_00105,BATCH_0003796,2026-02-06,2027-02-06,2026-02-15,43,0,good,255
INV_0003797,WH_002,WH_002_COOL_125,SKU_00058,BATCH_0003797,2026-05-01,2027-02-24,2026-05-13,8,0,good,273
INV_0003798,WH_003,WH_003_COOL_109,SKU_00208,BATCH_0003798,2025-05-02,2027-05-02,2025-05-10,2,0,good,340
INV_0003799,WH_002,WH_002_AMBIENT_036,SKU_00279,BATCH_0003799,2024-09-09,2027-07-09,2024-09-17,58,0,good,408
INV_0003800,WH_001,WH_001_AMBIENT_156,SKU_00254,BATCH_0003800,2026-05-06,2027-05-06,2026-05-19,60,0,good,344
INV_0003801,WH_003,WH_003_COLD_144,SKU_00231,BATCH_0003801,2025-08-09,2026-08-09,2025-08-15,72,0,good,74
INV_0003802,WH_001,WH_001_AMBIENT_172,SKU_00098,BATCH_0003802,2025-01-12,2027-08-16,2025-01-19,130,0,good,446
INV_0003803,WH_002,WH_002_COLD_077,SKU_00196,BATCH_0003803,2026-01-02,2026-07-23,2026-01-06,18,0,good,57
INV_0003804,WH_001,WH_001_AMBIENT_189,SKU_00279,BATCH_0003804,2026-05-12,2029-03-10,2026-05-17,9,0,good,1018
INV_0003805,WH_002,WH_002_AMBIENT_084,SKU_00248,BATCH_0003805,2025-12-28,2028-03-31,2026-01-08,9,0,good,674
INV_0003806,WH_003,WH_003_AMBIENT_036,SKU_00263,BATCH_0003806,2026-05-17,2028-03-04,2026-05-27,8,0,good,647
INV_0003807,WH_002,WH_002_COLD_066,SKU_00068,BATCH_0003807,2025-09-13,2026-09-13,2025-09-18,1,0,good,109
INV_0003808,WH_003,WH_003_AMBIENT_163,SKU_00233,BATCH_0003808,2026-01-30,2027-09-11,2026-02-04,6,0,good,472
INV_0003809,WH_002,WH_002_COOL_075,SKU_00227,BATCH_0003809,2025-05-15,2027-05-15,2025-05-28,39,0,good,353
INV_0003810,WH_002,WH_002_AMBIENT_077,SKU_00118,BATCH_0003810,2026-03-21,2027-03-21,2026-03-26,17,1,good,298
INV_0003811,WH_002,WH_002_COLD_031,SKU_00090,BATCH_0003811,2026-04-18,2026-09-13,2026-04-20,23,0,good,109
INV_0003812,WH_003,WH_003_COOL_056,SKU_00184,BATCH_0003812,2026-04-03,2027-12-13,2026-04-04,6,1,good,565
INV_0003813,WH_002,WH_002_AMBIENT_063,SKU_00233,BATCH_0003813,2025-01-28,2026-09-09,2025-02-01,7,0,good,105
INV_0003814,WH_001,WH_001_COOL_048,SKU_00140,BATCH_0003814,2026-02-01,2026-11-09,2026-02-05,49,4,good,166
INV_0003815,WH_002,WH_002_COLD_094,SKU_00164,BATCH_0003815,2026-02-05,2027-02-05,2026-02-16,2,0,good,254
INV_0003816,WH_002,WH_002_COLD_026,SKU_00183,BATCH_0003816,2026-02-01,2027-02-01,2026-02-13,18,0,good,250
INV_0003817,WH_002,WH_002_COLD_002,SKU_00260,BATCH_0003817,2026-04-06,2027-04-06,2026-04-11,5,0,good,314
INV_0003818,WH_001,WH_001_COOL_042,SKU_00006,BATCH_0003818,2025-02-02,2027-02-02,2025-02-07,43,8,good,251
INV_0003819,WH_003,WH_003_AMBIENT_124,SKU_00268,BATCH_0003819,2025-10-19,2026-10-19,2025-10-23,34,0,good,145
INV_0003820,WH_001,WH_001_COLD_110,SKU_00054,BATCH_0003820,2026-04-29,2027-04-29,2026-04-30,26,0,good,337
INV_0003821,WH_001,WH_001_COOL_014,SKU_00240,BATCH_0003821,2026-04-02,2027-01-13,2026-04-07,32,0,good,231
INV_0003822,WH_003,WH_003_COLD_126,SKU_00237,BATCH_0003822,2025-12-26,2026-12-26,2026-01-04,13,0,good,213
INV_0003823,WH_001,WH_001_COOL_036,SKU_00266,BATCH_0003823,2026-05-10,2028-01-06,2026-05-14,4,0,good,589
INV_0003824,WH_001,WH_001_AMBIENT_104,SKU_00297,BATCH_0003824,2025-02-14,2026-09-02,2025-02-18,5,0,good,98
INV_0003825,WH_001,WH_001_COLD_052,SKU_00096,BATCH_0003825,2025-09-11,2026-09-11,2025-09-17,73,1,good,107
INV_0003826,WH_001,WH_001_AMBIENT_180,SKU_00027,BATCH_0003826,2025-12-24,2027-09-06,2026-01-06,46,0,good,467
INV_0003827,WH_003,WH_003_COLD_071,SKU_00127,BATCH_0003827,2026-04-08,2026-11-04,2026-04-16,121,0,good,161
INV_0003828,WH_002,WH_002_COLD_060,SKU_00039,BATCH_0003828,2026-02-21,2027-02-21,2026-02-28,24,0,good,270
INV_0003829,WH_002,WH_002_AMBIENT_161,SKU_00105,BATCH_0003829,2026-03-21,2027-03-21,2026-03-23,3,0,good,298
INV_0003830,WH_003,WH_003_AMBIENT_067,SKU_00066,BATCH_0003830,2025-11-12,2027-04-27,2025-11-23,25,0,good,335
INV_0003831,WH_003,WH_003_AMBIENT_180,SKU_00103,BATCH_0003831,2026-01-16,2027-01-16,2026-01-18,15,0,good,234
INV_0003832,WH_003,WH_003_AMBIENT_044,SKU_00214,BATCH_0003832,2026-04-10,2028-07-12,2026-04-13,7,0,good,777
INV_0003833,WH_001,WH_001_AMBIENT_169,SKU_00174,BATCH_0003833,2024-08-28,2027-01-05,2024-09-05,13,0,good,223
INV_0003834,WH_001,WH_001_AMBIENT_053,SKU_00100,BATCH_0003834,2024-12-24,2027-08-09,2024-12-25,11,3,good,439
INV_0003835,WH_003,WH_003_AMBIENT_196,SKU_00125,BATCH_0003835,2025-11-29,2026-11-29,2025-12-12,13,0,good,186
INV_0003836,WH_002,WH_002_AMBIENT_186,SKU_00143,BATCH_0003836,2026-02-14,2027-02-14,2026-02-20,71,11,good,263
INV_0003837,WH_003,WH_003_COOL_124,SKU_00220,BATCH_0003837,2026-01-14,2026-09-14,2026-01-19,5,0,good,110
INV_0003838,WH_002,WH_002_AMBIENT_120,SKU_00027,BATCH_0003838,2025-01-31,2026-10-14,2025-02-11,380,0,good,140
INV_0003839,WH_001,WH_001_COOL_159,SKU_00212,BATCH_0003839,2026-02-20,2027-10-24,2026-02-22,49,0,good,515
INV_0003840,WH_003,WH_003_COOL_195,SKU_00162,BATCH_0003840,2025-01-14,2027-01-14,2025-01-17,29,3,good,232
INV_0003841,WH_001,WH_001_AMBIENT_026,SKU_00269,BATCH_0003841,2025-10-02,2027-02-01,2025-10-15,38,0,good,250
INV_0003842,WH_002,WH_002_COOL_075,SKU_00238,BATCH_0003842,2025-04-26,2026-12-20,2025-05-01,87,0,good,207
INV_0003843,WH_003,WH_003_COOL_050,SKU_00088,BATCH_0003843,2024-10-13,2026-10-13,2024-10-25,131,0,good,139
INV_0003844,WH_003,WH_003_AMBIENT_074,SKU_00241,BATCH_0003844,2025-07-19,2028-01-13,2025-07-21,11,3,good,596
INV_0003845,WH_001,WH_001_AMBIENT_168,SKU_00080,BATCH_0003845,2024-08-21,2027-01-05,2024-08-30,5,1,good,223
INV_0003846,WH_003,WH_003_COOL_100,SKU_00088,BATCH_0003846,2026-04-06,2028-04-05,2026-04-14,9,0,good,679
INV_0003847,WH_003,WH_003_COOL_144,SKU_00003,BATCH_0003847,2026-03-12,2028-03-11,2026-03-13,197,0,good,654
INV_0003848,WH_001,WH_001_AMBIENT_016,SKU_00152,BATCH_0003848,2025-08-28,2027-04-20,2025-09-02,397,0,good,328
INV_0003849,WH_002,WH_002_AMBIENT_113,SKU_00177,BATCH_0003849,2025-02-12,2027-01-27,2025-02-21,101,0,good,245
INV_0003850,WH_001,WH_001_AMBIENT_063,SKU_00286,BATCH_0003850,2025-01-15,2026-12-02,2025-01-17,5,0,good,189
INV_0003851,WH_002,WH_002_AMBIENT_012,SKU_00078,BATCH_0003851,2024-12-23,2027-05-16,2024-12-26,117,0,good,354
INV_0003852,WH_001,WH_001_AMBIENT_068,SKU_00073,BATCH_0003852,2025-12-20,2026-12-20,2025-12-28,20,0,good,207
INV_0003853,WH_003,WH_003_COOL_150,SKU_00058,BATCH_0003853,2026-05-08,2027-03-03,2026-05-16,8,2,good,280
INV_0003854,WH_001,WH_001_AMBIENT_054,SKU_00174,BATCH_0003854,2025-03-05,2027-07-13,2025-03-07,49,0,good,412
INV_0003855,WH_002,WH_002_COOL_020,SKU_00043,BATCH_0003855,2024-12-07,2026-12-07,2024-12-10,7,0,good,194
INV_0003856,WH_002,WH_002_COOL_009,SKU_00121,BATCH_0003856,2025-05-17,2026-07-20,2025-05-18,95,3,good,54
INV_0003857,WH_001,WH_001_AMBIENT_174,SKU_00098,BATCH_0003857,2024-10-21,2027-05-25,2024-11-01,46,0,good,363
INV_0003858,WH_003,WH_003_COOL_171,SKU_00111,BATCH_0003858,2026-05-23,2027-05-31,2026-05-25,10,1,good,369
INV_0003859,WH_003,WH_003_COLD_094,SKU_00154,BATCH_0003859,2026-05-25,2026-10-19,2026-06-02,95,0,good,145
INV_0003860,WH_001,WH_001_COLD_036,SKU_00127,BATCH_0003860,2025-12-10,2026-07-08,2025-12-13,3,0,good,42
INV_0003861,WH_003,WH_003_COLD_191,SKU_00199,BATCH_0003861,2025-11-18,2026-11-18,2025-11-28,132,0,good,175
INV_0003862,WH_003,WH_003_AMBIENT_093,SKU_00083,BATCH_0003862,2026-03-08,2027-03-08,2026-03-15,663,0,good,285
INV_0003863,WH_001,WH_001_AMBIENT_085,SKU_00262,BATCH_0003863,2025-02-27,2026-09-09,2025-03-10,5,0,good,105
INV_0003864,WH_003,WH_003_AMBIENT_131,SKU_00178,BATCH_0003864,2024-12-03,2026-09-21,2024-12-05,10,0,good,117
INV_0003865,WH_001,WH_001_COLD_017,SKU_00136,BATCH_0003865,2025-12-28,2026-09-26,2025-12-31,27,0,good,122
INV_0003866,WH_002,WH_002_COOL_149,SKU_00112,BATCH_0003866,2025-09-01,2027-09-01,2025-09-04,29,0,good,462
INV_0003867,WH_002,WH_002_COLD_089,SKU_00300,BATCH_0003867,2025-11-13,2026-11-13,2025-11-25,104,0,good,170
INV_0003868,WH_002,WH_002_COOL_088,SKU_00077,BATCH_0003868,2025-07-06,2026-08-25,2025-07-08,5,0,good,90
